0.000000000000000000e+00 2.838530900000000301e+00 7.331941000000000153e-02
1.969999999993888196e+00 2.751261699999999699e+00 8.932777000000000078e-02
3.091999999999825377e+01 2.746875999999999873e+00 6.452124599999999044e-02
3.300999999999476131e+01 2.935777699999999601e+00 1.397774300000000081e-01
3.590999999999621650e+01 3.008801800000000082e+00 9.257057500000000216e-02
3.800000000000000000e+01 2.786483000000000043e+00 1.027093499999999909e-01
4.295999999999912689e+01 2.480739999999999945e+00 6.408006000000000812e-02
4.691999999999825377e+01 2.512674599999999980e+00 1.221479599999999860e-01
6.689999999999417923e+01 2.677600999999999676e+00 7.764883999999999675e-02
3.369899999999979627e+02 2.034687499999999982e+00 7.175117999999999774e-02
3.560099999999947613e+02 1.993297499999999944e+00 7.025146000000000168e-02
3.580000000000000000e+02 2.167742399999999847e+00 7.591590599999999134e-02
3.699599999999991269e+02 2.037365399999999660e+00 6.790481600000000673e-02
3.739399999999950523e+02 1.796218600000000221e+00 1.043880699999999995e-01
3.819499999999970896e+02 1.945254000000000039e+00 9.280457999999999763e-02
3.860299999999988358e+02 2.186652099999999876e+00 1.335099999999999898e-01
3.900199999999967986e+02 1.964981399999999878e+00 8.760190400000000821e-02
3.919399999999950523e+02 2.136369499999999810e+00 6.351986000000001131e-02
3.970199999999967986e+02 2.180200399999999927e+00 1.293999999999999873e-01
3.989199999999982538e+02 2.194639000000000006e+00 6.555597000000000507e-02
4.109599999999991269e+02 2.221779900000000030e+00 1.413530999999999815e-01
4.179300000000002910e+02 2.264367199999999691e+00 1.018300230000000056e-01
4.209199999999982538e+02 2.475338700000000003e+00 9.292485000000000328e-02
4.239300000000002910e+02 2.487908800000000031e+00 7.449988999999999917e-02
4.299099999999962165e+02 2.552627500000000271e+00 1.273424800000000079e-01
7.189699999999938882e+02 2.212156599999999695e+00 6.446188399999999707e-02
7.210000000000000000e+02 2.287202699999999922e+00 8.231022300000000180e-02
7.380099999999947613e+02 2.290011699999999983e+00 7.263364999999999405e-02
7.440000000000000000e+02 2.268827699999999670e+00 1.139870399999999978e-01
7.470199999999967986e+02 2.159750199999999953e+00 6.077371000000000856e-02
7.490199999999967986e+02 2.158068999999999793e+00 1.010931300000000033e-01
7.530199999999967986e+02 2.279244700000000012e+00 1.537025300000000039e-01
7.560000000000000000e+02 2.288822999999999830e+00 1.166837800000000008e-01
7.640099999999947613e+02 2.407255900000000004e+00 1.440594099999999989e-01
7.728799999999973807e+02 2.047420999999999935e+00 6.765075000000000949e-02
7.749199999999982538e+02 2.195908799999999772e+00 1.166470600000000107e-01
7.789199999999982538e+02 2.033370999999999817e+00 6.336535000000000084e-02
7.839300000000002910e+02 2.097534999999999705e+00 8.740805000000000102e-02
7.858600000000005821e+02 1.899783599999999906e+00 9.559714400000000889e-02
