0.000000000000000000e+00 5.570429299999999806e+00 1.278992899999999988e-01
8.989999999997962732e+00 5.904766399999999749e+00 9.946431000000000022e-02
2.801000000000203727e+01 5.669073399999999374e+00 1.098058999999999980e-01
4.195999999999912689e+01 6.079918000000000156e+00 1.278024500000000119e-01
4.694000000000232831e+01 5.885884799999999473e+00 9.592056000000000193e-02
4.893000000000029104e+01 5.888691999999999815e+00 9.335509599999999852e-02
5.095999999999912689e+01 6.094327299999999781e+00 1.254893700000000167e-01
5.394000000000232831e+01 6.098910000000000053e+00 1.354079499999999991e-01
6.694000000000232831e+01 5.929316000000000031e+00 1.197219499999999937e-01
7.793000000000029104e+01 6.110647699999999460e+00 1.080957399999999957e-01
3.480199999999967986e+02 6.892537500000000428e+00 9.752240000000000908e-02
3.630199999999967986e+02 6.453966999999999565e+00 1.196552899999999975e-01
3.690100000000020373e+02 6.874260000000000481e+00 9.770981000000000805e-02
3.709899999999979627e+02 6.630630000000000024e+00 9.589960000000000151e-02
3.789599999999991269e+02 6.179702299999999759e+00 1.153269299999999942e-01
3.809800000000032014e+02 6.202377300000000204e+00 1.092484600000000056e-01
3.829700000000011642e+02 6.024766800000000089e+00 9.636697400000000802e-02
3.850400000000008731e+02 6.147018400000000327e+00 1.348649899999999902e-01
3.929899999999979627e+02 6.032011699999999976e+00 9.000314299999999379e-02
3.990400000000008731e+02 6.478736000000000494e+00 1.105243300000000040e-01
4.029700000000011642e+02 5.990399000000000029e+00 9.672848500000000294e-02
4.049499999999970896e+02 5.820723000000000091e+00 1.007663940000000091e-01
4.099599999999991269e+02 5.860218399999999939e+00 1.214879499999999973e-01
4.129599999999991269e+02 5.617906599999999528e+00 1.464316999999999980e-01
4.149599999999991269e+02 5.199339000000000155e+00 1.884341999999999961e-01
4.219499999999970896e+02 5.713988300000000464e+00 1.398164699999999983e-01
4.259599999999991269e+02 5.641511000000000386e+00 1.162455999999999906e-01
4.279700000000011642e+02 5.965573399999999360e+00 1.476708399999999977e-01
4.289499999999970896e+02 5.414649999999999963e+00 1.302386400000000166e-01
4.319499999999970896e+02 5.709369500000000208e+00 1.193188200000000060e-01
4.339700000000011642e+02 5.799300800000000145e+00 1.101427499999999976e-01
4.369400000000023283e+02 5.658193800000000273e+00 1.144151599999999880e-01
7.300400000000008731e+02 5.659489499999999396e+00 9.707889000000000101e-02
7.329300000000002910e+02 5.506711699999999432e+00 1.133354599999999851e-01
7.399800000000032014e+02 5.406702700000000306e+00 1.956934199999999791e-01
7.470199999999967986e+02 5.605627700000000324e+00 1.320345800000000125e-01
7.550299999999988358e+02 5.332767600000000385e+00 1.167506000000000099e-01
7.560299999999988358e+02 5.369792600000000249e+00 1.545321400000000123e-01
7.570400000000008731e+02 5.687022299999999753e+00 1.557107500000000089e-01
7.600299999999988358e+02 5.534491799999999628e+00 1.185324299999999942e-01
7.670199999999967986e+02 5.542637499999999662e+00 1.058172499999999877e-01
7.699499999999970896e+02 5.820424000000000042e+00 2.505953899999999734e-01
7.769499999999970896e+02 5.640047700000000219e+00 1.133025500000000019e-01
7.799499999999970896e+02 5.496940000000000381e+00 1.028557499999999958e-01
7.929499999999970896e+02 5.772227700000000183e+00 1.181310899999999942e-01
7.969400000000023283e+02 5.531916799999999412e+00 1.698711199999999866e-01
7.989400000000023283e+02 5.598766399999999699e+00 1.606561599999999923e-01
8.049599999999991269e+02 5.629868000000000094e+00 1.702445900000000012e-01
8.069499999999970896e+02 5.444885000000000197e+00 1.248454199999999847e-01
