Unnamed: 0	objectId	mjd	psMag	psMagErr	flags	psFlux	psFluxErr	psDiffFlux	psDiffFluxErr	filter	id	class	z
884525	1465497	54421.13	17.889288	0.023083048	4503599895838736	253693.73	5393.63	-40726.57812	31934.52035	2	1465497	Qso	0.9253907
884526	1465497	54051.12	17.646593	0.049748525	4503600030192144	317240.0	14536.018	22819.6875	34670.13392	2	1465497	Qso	0.9253907
884527	1465497	54406.12	17.836718	0.04676707	4503599895838736	266279.34	11469.795	-28140.96875	33500.42594	2	1465497	Qso	0.9253907
884528	1465497	53314.09	17.632397	0.13107765	4503599929524240	321415.12	38803.625	26994.8125	49964.42425	2	1465497	Qso	0.9253907
884529	1465497	54425.12	17.881918	0.02353567	4503599895838736	255421.73	5536.8486	-38998.57812	31959.02123	2	1465497	Qso	0.9253907
884530	1465497	54396.13	17.91187	0.1397278	4503599895838736	248471.94	31977.06	-45948.375	44869.30757	2	1465497	Qso	0.9253907
884531	1465497	54054.15	17.696459	0.11230209	4503599895969808	302999.0	31340.545	8578.6875	44417.92551	2	1465497	Qso	0.9253907
884532	1465497	54373.2	17.854391	0.022350518	4503599895838736	261980.12	5393.045	-32440.1875	31934.42156	2	1465497	Qso	0.9253907
884533	1465497	54025.21	17.590652	0.12719364	4503599895969808	334013.72	39129.734	39593.40625	50218.10903	2	1465497	Qso	0.9253907
884534	1465497	54423.12	17.890694	0.13887082	4503599895838736	253365.39	32406.83	-41054.92188	45176.59759	2	1465497	Qso	0.9253907
884535	1465497	53272.22	17.625984	0.15561634	4503599895969808	323319.38	46340.867	28899.0625	56019.62779	2	1465497	Qso	0.9253907
884536	1465497	54415.16	17.843098	0.15503702	4503599929393168	264719.16	37800.61	-29701.15625	49189.51476	2	1465497	Qso	0.9253907
884537	1465497	54359.11	17.84435	0.11748669	4503599895969808	264413.8	28612.172	-30006.5	42536.79417	2	1465497	Qso	0.9253907
884538	1465497	53302.14	17.613077	0.12275514	4503599895969808	327185.44	36992.266	32765.125	48571.08319	2	1465497	Qso	0.9253907
884539	1465497	54381.21	17.866312	0.10992941	4503599895969808	259119.17	26235.635	-35301.15625	40975.97943	2	1465497	Qso	0.9253907
884540	1465497	54433.13	17.897303	0.13774864	4503599929393168	251827.48	31949.844	-42592.82812	44849.91623	2	1465497	Qso	0.9253907
884541	1465497	54031.13	17.724197	0.097753316	4503599929524240	295356.28	26592.264	935.96875	41205.22814	2	1465497	Qso	0.9253907
884542	1465497	53665.13	18.287487	0.014692985	4503600063741968	175804.03	2379.1396	-118616.28125	31565.52949	2	1465497	Qso	0.9253907
884543	1465497	53974.19	17.67441	0.046503853	4503599895838736	309215.06	13244.238	14794.75	34148.67766	2	1465497	Qso	0.9253907
884544	1465497	53626.18	17.70224	0.015401675	4503599895969808	301390.28	4275.38	6969.96875	31764.77956	2	1465497	Qso	0.9253907
884545	1465497	54393.2	17.838028	0.013484972	4503599929491472	265958.06	3303.2485	-28462.25	31648.59866	2	1465497	Qso	0.9253907
884546	1465497	51464.18	17.802181	0.025972946	4503599895838736	274885.62	6575.838	-19534.6875	32155.31045	2	1465497	Qso	0.9253907
884547	1465497	54041.13	17.73366	0.11115268	4503599895969808	292793.5	29974.986	-1626.8125	43465.18287	2	1465497	Qso	0.9253907
884548	1465497	53677.13	17.61736	0.13010046	4503599895969808	325898.1	39051.52	31477.78125	50157.18822	2	1465497	Qso	0.9253907
884549	1465497	54019.16	17.71418	0.012751197	4503599895838736	298093.78	3500.9143	3673.46875	31669.83971	2	1465497	Qso	0.9253907
884550	1465497	53673.11	17.60234	0.026417352	4503599895969808	330437.28	8039.991	36016.96875	32486.36327	2	1465497	Qso	0.9253907
884551	1465497	52231.09	17.839327	0.014064299	4503599895805968	265640.22	3441.042	-28780.09375	31663.27709	2	1465497	Qso	0.9253907
