Unnamed: 0	objectId	mjd	psMag	psMagErr	flags	psFlux	psFluxErr	psDiffFlux	psDiffFluxErr	filter	id	class	z
1647086	1444606	53674.22	18.171844	0.013242287	4503874773745664	195562.39	2385.2192	20056.875	3174.21693	2	1444606	Qso	0.95
1647087	1444606	52959.16	18.055567	0.012003621	4503874773745664	217669.53	2406.5178	42164.01562	3190.25236	2	1444606	Qso	0.95
1647088	1444606	53638.31	18.186369	0.010164874	4503874773745664	192963.89	1806.5841	17458.375	2765.88654	2	1444606	Qso	0.95
1647089	1444606	53996.3	18.236837	0.018909732	4503874773745664	184199.36	3208.145	8693.82812	3831.26299	2	1444606	Qso	0.95
1647090	1444606	54062.24	18.291025	0.013794492	4503874773745664	175231.89	2226.3835	-273.60938	3056.65922	2	1444606	Qso	0.95
1647091	1444606	53975.3	18.289051	0.017461997	4503874773745664	175550.73	2823.4338	45.21875	3515.41756	2	1444606	Qso	0.95
1647092	1444606	52586.21	17.989563	0.015237615	4503874773745664	231312.47	3246.3462	55806.95312	3863.30766	2	1444606	Qso	0.95
1647093	1444606	53994.32	18.323399	0.02220737	4503874773712896	170083.98	3478.9	-5421.53125	4060.68062	2	1444606	Qso	0.95
1647094	1444606	54030.25	18.265942	0.016011925	76561468811673600	179327.61	2644.6704	3822.09375	3373.52391	2	1444606	Qso	0.95
1647095	1444606	53352.11	18.002893	0.017255098	4503874773745664	228489.84	3631.3086	52984.32812	4191.99047	2	1444606	Qso	0.95
1647096	1444606	54012.25	18.252161	0.016351078	4503874782134272	181618.05	2735.1814	6112.54688	3444.93826	2	1444606	Qso	0.95
1647097	1444606	52963.14	18.059326	0.02110035	76561468811673600	216916.88	4215.627	41411.35938	4707.21702	2	1444606	Qso	0.95
1647098	1444606	53669.23	18.18114	0.014675619	4503874773745664	193895.47	2620.862	18389.95312	3354.89197	2	1444606	Qso	0.95
1647099	1444606	52931.22	18.069757	0.012546228	4503874773745664	214842.84	2482.6377	39337.32812	3248.05666	2	1444606	Qso	0.95
1647100	1444606	54379.31	18.335304	0.014973714	4503874773745664	168229.12	2320.1296	-7276.39062	3125.60132	2	1444606	Qso	0.95
1647101	1444606	53697.23	18.692465	0.018830806	4503874773745664	121069.39	2099.8596	-54436.11719	2965.77015	2	1444606	Qso	0.95
1647102	1444606	53664.27	18.172808	0.015076592	4503874773745664	195389.38	2713.2146	19883.85938	3427.52346	2	1444606	Qso	0.95
1647103	1444606	54010.26	18.28933	0.012956313	4503874773745664	175505.52	2094.3691	0.0	2961.88523	2	1444606	Qso	0.95
1647104	1444606	53993.36	18.315496	0.016159946	4503874773745664	171326.45	2550.032	-4179.0625	3299.85531	2	1444606	Qso	0.95
1647105	1444606	52577.21	17.989702	0.016893426	4503874773745664	231282.9	3598.654	55777.40625	4163.73547	2	1444606	Qso	0.95
1647106	1444606	52935.22	18.088623	0.01898966	4503874773745664	211142.38	3692.9375	35636.84375	4245.48809	2	1444606	Qso	0.95
1647107	1444606	53666.24	18.207611	0.010854986	76561468811673600	189225.08	1891.8567	13719.5625	2822.32233	2	1444606	Qso	0.95
1647108	1444606	54005.3	18.29831	0.010887727	76561468811673600	174060.03	1745.4902	-1445.48438	2726.37458	2	1444606	Qso	0.95
1647109	1444606	54407.23	18.360268	0.022122396	4503599895838720	164405.4	3349.886	-11100.10938	3950.71134	2	1444606	Qso	0.95
1647110	1444606	54008.26	18.294388	0.016390054	4503874773745664	174689.95	2637.1172	-815.5625	3367.60584	2	1444606	Qso	0.95
1647111	1444606	54422.23	18.327103	0.016416516	4503874773745664	169504.6	2562.9722	-6000.92188	3309.86534	2	1444606	Qso	0.95
1647112	1444606	54037.23	18.27067	0.018490536	4503874773712896	178548.06	3040.7837	3042.54688	3692.25502	2	1444606	Qso	0.95
1647113	1444606	54357.27	18.305511	0.020370672	4503874773712896	172909.48	3244.183	-2596.03125	3861.49014	2	1444606	Qso	0.95
1647114	1444606	52522.31	17.94136	0.010767393	4503874773745664	241813.58	2398.1138	66308.07812	3183.91765	2	1444606	Qso	0.95
1647115	1444606	53676.31	18.195108	0.013193585	4503874773712896	191416.94	2326.0732	15911.42188	3130.01575	2	1444606	Qso	0.95
