Unnamed: 0	objectId	mjd	psMag	psMagErr	flags	psFlux	psFluxErr	psDiffFlux	psDiffFluxErr	filter	id	class	z
922309	1464480	52231.1	19.70861	0.019461907	4503874773712896	47483.74	851.2932	-9386.48047	1774.62222	2	1464480	Qso	0.946
922310	1464480	54381.21	19.582611	0.023766913	4503874773745664	53327.676	1167.506	-3542.54297	1946.18965	2	1464480	Qso	0.946
922311	1464480	52197.17	19.660027	0.01747371	4503874773712896	49657.074	799.2982	-7213.14453	1750.2747	2	1464480	Qso	0.946
922312	1464480	54431.14	19.523754	0.032828223	4503874773745664	56298.68	1702.4459	-571.53906	2307.14237	2	1464480	Qso	0.946
922313	1464480	53302.14	19.527796	0.024698485	4503874773712896	56089.43	1276.0846	-780.78906	2013.20038	2	1464480	Qso	0.946
922314	1464480	53995.19	19.306955	0.015431269	4503874773712896	68742.6	977.0981	11872.38281	1838.2885	2	1464480	Qso	0.946
922315	1464480	54011.22	19.428349	0.023818554	4503874773712896	61470.184	1348.6499	4599.96484	2059.96126	2	1464480	Qso	0.946
922316	1464480	54382.21	19.5751	0.031241251	4503599895838720	53697.926	1545.3214	-3172.29297	2193.76438	2	1464480	Qso	0.946
922317	1464480	54019.17	19.448853	0.016198488	4503874773745664	60320.117	900.03143	3449.89844	1798.51062	2	1464480	Qso	0.946
922318	1464480	53314.1	19.488832	0.020566907	4503874773712896	58139.1	1101.4423	1268.87891	1907.29099	2	1464480	Qso	0.946
922319	1464480	54060.15	19.491564	0.020618428	4503874773745664	57993.008	1101.4275	1122.78906	1907.28247	2	1464480	Qso	0.946
922320	1464480	54058.13	19.508532	0.022687912	4503874773745664	57093.695	1193.1882	223.47656	1961.70386	2	1464480	Qso	0.946
922321	1464480	53675.11	19.474958	0.017210597	4503874773745664	58886.92	933.55096	2016.70312	1815.51681	2	1464480	Qso	0.946
922322	1464480	53243.29	19.460985	0.022889977	4503874773745664	59649.824	1257.6986	2779.60547	2001.59678	2	1464480	Qso	0.946
922323	1464480	53623.19	19.603903	0.017702933	4503874773712896	52291.895	852.738	-4578.32031	1775.31574	2	1464480	Qso	0.946
922324	1464480	54063.12	19.518307	0.021952227	4503874773712896	56581.938	1144.1516	-288.28125	1932.26985	2	1464480	Qso	0.946
922325	1464480	53668.14	19.440264	0.02282029	4503874773745664	60799.18	1278.0245	3928.96094	2014.4306	2	1464480	Qso	0.946
922326	1464480	53673.12	19.475475	0.017691988	4503875377725512	58858.848	959.2056	1988.63281	1828.84098	2	1464480	Qso	0.946
922327	1464480	54036.14	19.48022	0.022505865	4503874773712896	58602.184	1214.8795	1731.96484	1974.97244	2	1464480	Qso	0.946
922328	1464480	52578.1	19.559858	0.018570216	4503874773745664	54457.156	931.5437	-2413.06641	1814.48545	2	1464480	Qso	0.946
922329	1464480	54039.14	19.526064	0.028296493	4503874773848064	56179.066	1464.317	-691.15234	2137.47699	2	1464480	Qso	0.946
922330	1464480	53665.13	20.28898	0.028125498	4503874773745664	27818.076	720.9681	-29052.14258	1715.91925	2	1464480	Qso	0.946
922331	1464480	53974.2	19.304073	0.015360835	4503874773745664	68925.375	975.224	12055.15625	1837.29306	2	1464480	Qso	0.946
922332	1464480	52929.13	19.472605	0.018299097	4503874773745664	59014.668	994.7471	2144.44531	1847.72983	2	1464480	Qso	0.946
922333	1464480	54029.15	19.456367	0.017529799	4503874773745664	59903.99	967.28485	3033.77344	1833.09135	2	1464480	Qso	0.946
922334	1464480	51464.18	19.772482	0.021300325	4503874773745664	44770.453	878.4877	-12099.76562	1787.82674	2	1464480	Qso	0.946
922335	1464480	54423.12	19.542807	0.033336066	4503874773745664	55319.168	1698.7112	-1551.05078	2304.38791	2	1464480	Qso	0.946
922336	1464480	54359.11	19.547766	0.022343103	4503874773712896	55067.117	1133.3546	-1803.10547	1925.89629	2	1464480	Qso	0.946
922337	1464480	54052.14	19.521511	0.022369362	4503874773712896	56415.11	1162.456	-455.10938	1943.16444	2	1464480	Qso	0.946
