0.000000000000000000e+00 1.825025199999999970e+01 2.946954299999999805e-01
2.029999999998835847e+00 1.929638900000000135e+01 1.806584099999999915e-01
2.798999999999796273e+01 1.953893800000000169e+01 2.713214599999999588e-01
2.995999999999912689e+01 1.892250799999999700e+01 1.891856700000000002e-01
3.295000000000436557e+01 1.938954700000000031e+01 2.620861999999999914e-01
3.794000000000232831e+01 1.955623900000000148e+01 2.385219199999999984e-01
4.002999999999883585e+01 1.914169400000000110e+01 2.326073199999999785e-01
4.300000000000000000e+01 1.912359400000000065e+01 2.765171899999999683e-01
3.390200000000040745e+02 1.755507300000000015e+01 2.823433799999999771e-01
3.570800000000017462e+02 1.713264500000000012e+01 2.550032000000000409e-01
3.580400000000008731e+02 1.700839799999999968e+01 3.478900000000000325e-01
3.600200000000040745e+02 1.841993599999999986e+01 3.208145000000000024e-01
3.690200000000040745e+02 1.740600299999999834e+01 1.745490199999999992e-01
3.719800000000032014e+02 1.746899499999999961e+01 2.637117200000000383e-01
3.739800000000032014e+02 1.755055199999999971e+01 2.094369099999999762e-01
3.759700000000011642e+02 1.816180499999999753e+01 2.735181400000000207e-01
3.839800000000032014e+02 1.767340000000000089e+01 4.055502699999999905e-01
3.880599999999976717e+02 1.770589200000000218e+01 2.302694599999999814e-01
3.939700000000011642e+02 1.793276099999999929e+01 2.644670399999999866e-01
3.990500000000029104e+02 1.781765499999999847e+01 3.328606199999999959e-01
4.009500000000043656e+02 1.785480599999999995e+01 3.040783699999999867e-01
4.129899999999979627e+02 1.704860799999999799e+01 2.940682099999999966e-01
4.169599999999991269e+02 1.779673400000000072e+01 3.224092000000000069e-01
4.199599999999991269e+02 1.717396700000000109e+01 2.431562499999999905e-01
4.259599999999991269e+02 1.752318900000000212e+01 2.226383499999999849e-01
7.209899999999979627e+02 1.729094800000000021e+01 3.244182999999999928e-01
7.430299999999988358e+02 1.682291199999999876e+01 2.320129600000000181e-01
7.460200000000040745e+02 1.661930599999999814e+01 3.945142799999999950e-01
7.490400000000008731e+02 1.683388800000000174e+01 4.122149400000000297e-01
7.510400000000008731e+02 1.657343799999999945e+01 2.903210399999999747e-01
7.580299999999988358e+02 1.697077499999999972e+01 2.519926800000000244e-01
7.660400000000008731e+02 1.651575199999999910e+01 3.002414299999999758e-01
7.709500000000043656e+02 1.644053999999999860e+01 3.349885999999999697e-01
7.749100000000034925e+02 1.684101899999999929e+01 2.258092000000000155e-01
7.769500000000043656e+02 1.648946899999999971e+01 3.233486999999999889e-01
7.809500000000043656e+02 1.725158099999999806e+01 3.234673299999999974e-01
7.819500000000043656e+02 1.673097500000000082e+01 4.102221999999999813e-01
7.859500000000043656e+02 1.695045999999999964e+01 2.562972199999999923e-01
