0.000000000000000000e+00 3.013902800000000326e+01 4.275380000000000291e-01
8.989999999997962732e+00 3.083052199999999843e+01 3.538448999999999955e+00
2.801000000000203727e+01 3.178972000000000264e+01 8.112688000000000121e-01
4.693000000000029104e+01 3.304372800000000154e+01 8.039990999999999666e-01
4.893000000000029104e+01 3.242048799999999886e+01 2.799408999999999814e+00
5.094999999999708962e+01 3.258980999999999995e+01 3.905151999999999735e+00
6.694000000000232831e+01 3.269078799999999774e+01 1.469043000000000099e+00
3.829700000000011642e+02 2.957525999999999655e+01 4.463842999999999783e+00
3.929800000000032014e+02 2.980937800000000237e+01 3.500914299999999812e-01
4.029599999999991269e+02 2.948856599999999872e+01 3.560803499999999899e-01
4.049499999999970896e+02 2.953562800000000266e+01 2.659226400000000101e+00
4.099499999999970896e+02 2.980977800000000144e+01 3.381156599999999735e+00
4.149499999999970896e+02 2.927935000000000088e+01 2.997498600000000124e+00
4.219499999999970896e+02 2.980750300000000408e+01 3.721295700000000206e+00
4.259499999999970896e+02 2.944202999999999903e+01 3.147574199999999767e+00
4.279700000000011642e+02 3.029990000000000094e+01 3.134054499999999965e+00
4.289499999999970896e+02 3.034512499999999946e+01 4.447097000000000300e+00
4.319400000000023283e+02 3.003911199999999937e+01 1.685300800000000265e+00
4.339700000000011642e+02 2.997752800000000306e+01 2.197080000000000144e+00
4.369400000000023283e+02 3.002840000000000131e+01 1.556971899999999964e+00
7.300400000000008731e+02 2.643114999999999881e+01 3.583059800000000017e+00
7.329300000000002910e+02 2.644137999999999877e+01 2.861217200000000016e+00
7.399800000000032014e+02 2.682490999999999914e+01 2.696548600000000295e+00
7.470199999999967986e+02 2.619801199999999852e+01 5.393044999999999645e-01
7.550299999999988358e+02 2.591191700000000253e+01 2.623563499999999937e+00
7.560299999999988358e+02 2.637002000000000024e+01 3.299439499999999637e+00
7.670199999999967986e+02 2.659580599999999961e+01 3.303248500000000032e-01
7.769499999999970896e+02 2.588297000000000025e+01 2.804730200000000173e-01
7.799400000000023283e+02 2.662793400000000332e+01 1.146979500000000041e+00
7.859400000000023283e+02 2.620831000000000088e+01 1.148160700000000034e+00
7.889800000000032014e+02 2.647191599999999667e+01 3.780060999999999893e+00
7.899400000000023283e+02 2.572272500000000051e+01 2.871591400000000238e+00
7.929400000000023283e+02 2.652387199999999723e+01 4.754315599999999975e+00
7.949499999999970896e+02 2.536937299999999951e+01 5.393630000000000368e-01
7.969400000000023283e+02 2.533653900000000192e+01 3.240683000000000202e+00
7.989400000000023283e+02 2.554217300000000179e+01 5.536848600000000564e-01
8.069499999999970896e+02 2.518274800000000013e+01 3.194984400000000058e+00
